event_id,event_type,created_at,received_at,session_id,user_id,ip,url,referrer,device_type,user_agent,element_id,element_type,element_text,payload_json
27992136-1b23-461d-abef-09f6c24c5721,click,2026-01-09T09:14:41Z,2026-01-21T01:03:02Z,sess-2706-8,2706,221.26.200.11,/product/999,https://mail.google.com,desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",,,,"{""event_title"":""navigation"",""element_id"":""#submit-button"",""x"":1263,""y"":800}"
33280b72-e52e-47de-aa48-79315ce9f895,login,2025-11-27T08:54:40Z,2026-01-21T01:03:02Z,sess-1125-2,1125,198.110.162.253,/checkout,https://twitter.com,mobile,"Mozilla/5.0 (Linux; Android 14; SM-S928B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",,,,"{""event_title"":""login_attempt"",""element_id"":""#login-btn"",""x"":1299,""y"":581}"
0c5f3ef1-86be-417b-a4ce-e69823c15590,login,2025-11-27T03:53:15Z,2026-01-21T01:03:02Z,sess-3438-8,3438,110.199.63.223,/product/1,https://facebook.com,tablet,"Mozilla/5.0 (Linux; Android 13; TB350FU) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.6167.178 Safari/537.36",,,,"{""event_title"":""login_attempt"",""element_id"":""#login-btn"",""x"":1138,""y"":882}"
eb2f31d0-2eb1-44c8-96d4-4b63e56f72df,click,2025-11-23T16:25:15Z,2026-01-21T01:03:02Z,sess-4430-6,4430,215.214.50.200,/catalog,https://instagram.com,mobile,"Mozilla/5.0 (Linux; Android 14; 2312DRA50G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",,,,"{""event_title"":""button_click"",""element_id"":""#product-image"",""x"":740,""y"":481}"
01329698-dc58-4f46-ac45-93667fd98dd7,click,2025-12-21T02:38:09Z,2026-01-21T01:03:02Z,sess-4999-8,4999,249.133.127.216,/product/256,https://t.me/channel,desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",,,,"{""event_title"":""add_to_cart"",""element_id"":""#submit-button"",""x"":1173,""y"":189}"
4aa72b76-5397-4405-ad47-4f658c89fe3c,view,2026-01-10T00:24:37Z,2026-01-21T01:03:02Z,sess-4321-3,4321,68.8.191.29,/search?q=laptop,https://google.com/search?q=products,tablet,"Mozilla/5.0 (Linux; Android 13; TB350FU) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.6167.178 Safari/537.36",,,,"{""event_title"":""product_view"",""element_id"":""#checkout-btn"",""x"":1720,""y"":936}"
c2599bbb-3abf-4bbc-ae63-9e53e45418f9,view,2026-01-01T11:44:04Z,2026-01-21T01:03:02Z,sess-1601-9,1601,48.34.55.55,/help,https://news.ycombinator.com,mobile,"Mozilla/5.0 (Linux; Android 13; Redmi Note 12 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.6167.178 Mobile Safari/537.36",,,,"{""event_title"":""page_load"",""element_id"":""#featured-item"",""x"":785,""y"":67}"
fefd0b48-c274-4813-9d2a-d97a9b8977a3,login,2025-10-19T18:37:26Z,2026-01-21T01:03:02Z,sess-3262-4,3262,90.45.33.233,/product/42,https://google.com/search?q=products,desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",,,,"{""event_title"":""login_attempt"",""element_id"":""#login-btn"",""x"":575,""y"":173}"
bb3a7b4f-9247-4271-9c4c-9290d15c5881,view,2026-01-04T01:24:13Z,2026-01-21T01:03:02Z,sess-2961-7,2961,134.169.166.216,/help,https://facebook.com,mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,,,"{""event_title"":""product_view"",""element_id"":""#nav-catalog"",""x"":776,""y"":446}"
29cf5357-b53a-4428-b577-842ace2da157,signup,2025-11-24T10:30:14Z,2026-01-21T01:03:02Z,sess-1621-5,1621,23.217.88.230,/checkout/payment,,mobile,"Mozilla/5.0 (Linux; Android 13; Redmi Note 12 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.6167.178 Mobile Safari/537.36",,,,"{""event_title"":""signup_attempt"",""element_id"":""#signup-btn"",""x"":1824,""y"":18}"
32185d07-0918-4030-8e33-e9b88aa49e11,view,2026-01-19T16:43:49Z,2026-01-21T01:03:02Z,sess-1296-7,1296,179.12.79.153,/product/100,https://mail.google.com,desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",,,,"{""event_title"":""banner_view"",""element_id"":""#newsletter-subscribe"",""x"":1094,""y"":269}"
a18e6a7c-8566-4b19-b21f-be89f6d4e8df,click,2025-12-18T14:53:49Z,2026-01-21T01:03:02Z,sess-4700-10,4700,109.123.104.220,/,https://t.me/channel,mobile,"Mozilla/5.0 (Linux; Android 13; Redmi Note 12 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.6167.178 Mobile Safari/537.36",,,,"{""event_title"":""button_click"",""element_id"":""#product-details"",""x"":1166,""y"":640}"
7c792070-de86-4967-8012-9fd4247e1adc,view,2025-12-06T13:58:55Z,2026-01-21T01:03:02Z,sess-4846-10,4846,210.19.44.246,/account,,tablet,"Mozilla/5.0 (Linux; Android 13; TB350FU) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.6167.178 Safari/537.36",,,,"{""event_title"":""product_view"",""element_id"":""#signup-btn"",""x"":339,""y"":720}"
94258e55-a990-4235-ba49-72ecd0ec435e,view,2025-10-30T20:45:39Z,2026-01-21T01:03:02Z,sess-4582-8,4582,15.87.35.51,/checkout/confirm,https://vk.com,tablet,"Mozilla/5.0 (iPad; CPU OS 16_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,,,"{""event_title"":""product_view"",""element_id"":""#nav-cart"",""x"":232,""y"":946}"
cc0a4faa-9510-4cb6-8e31-65d9124f453e,view,2025-12-17T00:01:26Z,2026-01-21T01:03:02Z,sess-4298-6,4298,190.204.58.111,/faq,https://youtube.com/watch?v=abc123,mobile,"Mozilla/5.0 (Linux; Android 14; Pixel 8 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",,,,"{""event_title"":""banner_view"",""element_id"":""#product-image"",""x"":696,""y"":376}"
7681a85b-de34-491a-b89b-17eb06b39d64,view,2025-11-24T19:53:35Z,2026-01-21T01:03:02Z,sess-1480-10,1480,237.249.95.37,/search?q=headphones,https://mail.google.com,desktop,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",,,,"{""event_title"":""product_view"",""element_id"":""#nav-home"",""x"":1448,""y"":292}"
e5ce3a83-90d4-4b2c-95db-8676422edd62,click,2025-12-19T01:15:35Z,2026-01-21T01:03:02Z,sess-1953-3,1953,152.10.228.155,/about,https://instagram.com,desktop,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:123.0) Gecko/20100101 Firefox/123.0,,,,"{""event_title"":""navigation"",""element_id"":""#login-btn"",""x"":471,""y"":300}"
968a77f7-4852-4a0c-94ac-2aa3c98b21ad,login,2025-12-06T05:12:55Z,2026-01-21T01:03:02Z,sess-1756-9,1756,158.35.81.64,/product/1,https://t.me/channel,tablet,"Mozilla/5.0 (Linux; Android 13; TB350FU) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.6167.178 Safari/537.36",,,,"{""event_title"":""login_attempt"",""element_id"":""#login-btn"",""x"":597,""y"":469}"
e6062660-c072-4698-b581-a803572d799d,click,2025-12-02T02:55:41Z,2026-01-21T01:03:02Z,sess-2359-8,2359,208.57.226.166,/product/1,https://instagram.com,desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",,,,"{""event_title"":""promo_click"",""element_id"":""#nav-cart"",""x"":1902,""y"":20}"
80ca3218-a66c-4331-a502-76bbdaf4137d,view,2025-12-04T19:13:37Z,2026-01-21T01:03:02Z,sess-3923-1,3923,127.123.175.27,/account/orders,https://vk.com,mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,,,"{""event_title"":""page_load"",""element_id"":""#banner-promo"",""x"":1580,""y"":1}"
692670cf-38b4-4d41-8264-2aedb2910ebf,view,2025-12-04T18:24:54Z,2026-01-21T01:03:02Z,sess-4779-6,4779,152.206.104.201,/checkout/confirm,https://facebook.com,desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,,,,"{""event_title"":""banner_view"",""element_id"":""#signup-btn"",""x"":872,""y"":365}"
be604953-689a-498d-9f69-97c6f639630f,click,2026-01-04T02:41:45Z,2026-01-21T01:03:02Z,sess-3706-6,3706,81.91.166.107,/checkout/payment,https://google.com/search?q=best+deals,tablet,"Mozilla/5.0 (iPad; CPU OS 16_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,,,"{""event_title"":""promo_click"",""element_id"":""#search-btn"",""x"":1077,""y"":903}"
d43525c6-f65c-4b69-b904-2abd1aaa21ed,view,2025-11-21T07:29:15Z,2026-01-21T01:03:02Z,sess-3468-5,3468,34.107.203.38,/product/100,https://yandex.ru/search/?text=shop,desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0",,,,"{""event_title"":""product_view"",""element_id"":""#submit-button"",""x"":1780,""y"":303}"
4bca20c8-e857-42fa-a170-40725b862397,view,2025-10-25T02:30:51Z,2026-01-21T01:03:02Z,sess-1246-4,1246,75.245.138.204,/product/100,https://twitter.com,desktop,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:123.0) Gecko/20100101 Firefox/123.0,,,,"{""event_title"":""banner_view"",""element_id"":""#search-btn"",""x"":701,""y"":732}"
b1c95b4d-c891-490d-9aa5-d0abe06af401,click,2025-11-13T00:05:24Z,2026-01-21T01:03:02Z,sess-1789-9,1789,210.43.94.170,/search?q=laptop,https://news.ycombinator.com,desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,,,"{""event_title"":""button_click"",""element_id"":""#nav-home"",""x"":504,""y"":1053}"
7562d004-2751-472c-b694-3bab5766112a,signup,2025-10-20T15:57:07Z,2026-01-21T01:03:02Z,sess-2426-6,2426,133.178.131.90,/checkout/payment,https://yandex.ru/search/?text=shop,desktop,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:123.0) Gecko/20100101 Firefox/123.0,,,,"{""event_title"":""signup_attempt"",""element_id"":""#signup-btn"",""x"":441,""y"":1073}"
69a15bb0-cc67-4ce3-acfd-94dfd816ec4c,signup,2026-01-18T07:19:21Z,2026-01-21T01:03:02Z,sess-1031-8,1031,206.225.235.31,/contact,https://facebook.com,desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0",,,,"{""event_title"":""signup_attempt"",""element_id"":""#signup-btn"",""x"":1905,""y"":264}"
eaad55f8-1c10-41e6-8a3e-89ffd7b79a77,view,2026-01-04T12:00:50Z,2026-01-21T01:03:02Z,sess-1877-9,1877,129.242.68.78,/search?q=laptop,https://mail.google.com,desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",,,,"{""event_title"":""product_view"",""element_id"":""#nav-catalog"",""x"":1141,""y"":115}"
87734cf0-5936-4813-80e9-2db216a6db7d,view,2025-12-26T17:16:23Z,2026-01-21T01:03:02Z,sess-1766-9,1766,146.15.158.188,/checkout,https://news.ycombinator.com,mobile,"Mozilla/5.0 (Linux; Android 14; Pixel 8 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",,,,"{""event_title"":""page_load"",""element_id"":""#search-input"",""x"":532,""y"":118}"
54ef064a-d15e-480e-9b4e-308c66aebef2,login,2025-12-23T21:41:57Z,2026-01-21T01:03:02Z,sess-4076-5,4076,56.233.137.91,/,https://youtube.com/watch?v=abc123,desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,,,,"{""event_title"":""login_attempt"",""element_id"":""#login-btn"",""x"":288,""y"":819}"
cc9ef04c-cde2-41b3-834e-809d34dc9c71,view,2026-01-05T10:59:28Z,2026-01-21T01:03:02Z,sess-4037-2,4037,123.33.88.31,/contact,https://mail.google.com,desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,,,,"{""event_title"":""product_view"",""element_id"":""#login-btn"",""x"":1823,""y"":874}"
03e53a8c-ccc8-42c7-859c-3ce09ea0fb64,logout,2025-11-26T14:21:00Z,2026-01-21T01:03:02Z,sess-3600-1,3600,245.98.184.176,/,https://t.me/channel,desktop,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:123.0) Gecko/20100101 Firefox/123.0,,,,"{""event_title"":""logout"",""element_id"":""#logout-btn"",""x"":939,""y"":53}"
ae22ffe2-140f-4d93-a7f1-232f0e272173,view,2026-01-13T21:27:52Z,2026-01-21T01:03:02Z,sess-4775-2,4775,252.151.97.211,/catalog?category=electronics,https://instagram.com,tablet,"Mozilla/5.0 (Linux; Android 13; TB350FU) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.6167.178 Safari/537.36",,,,"{""event_title"":""page_load"",""element_id"":""#buy-now"",""x"":806,""y"":24}"
b5233bc4-6ad3-4e0e-a6f2-8ad2389ce982,view,2025-11-13T15:57:23Z,2026-01-21T01:03:02Z,sess-2068-6,2068,98.12.202.158,/account/orders,https://youtube.com/watch?v=abc123,desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0",,,,"{""event_title"":""product_view"",""element_id"":""#buy-now"",""x"":586,""y"":982}"
b5a4af3e-b9c1-466f-8754-af6fc8310fc2,click,2025-10-20T13:34:25Z,2026-01-21T01:03:02Z,sess-4288-3,4288,201.173.94.28,/product/2,,tablet,"Mozilla/5.0 (iPad; CPU OS 17_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,,,"{""event_title"":""navigation"",""element_id"":""#product-details"",""x"":673,""y"":436}"
8d0c4af5-5cc9-4e57-b00c-65b7445c5715,logout,2025-12-02T04:58:16Z,2026-01-21T01:03:02Z,sess-3010-6,3010,86.117.60.2,/product/999,https://facebook.com,desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,,,"{""event_title"":""logout"",""element_id"":""#logout-btn"",""x"":573,""y"":601}"
c6730fbb-0963-42c7-8a82-ec64a375e1d0,click,2025-11-19T22:54:12Z,2026-01-21T01:03:02Z,sess-4887-6,4887,75.238.190.212,/product/256,,desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,,,"{""event_title"":""navigation"",""element_id"":""#product-details"",""x"":702,""y"":858}"
1ca700c5-bd4d-4b9b-9f17-3b2066b114e8,view,2025-11-17T01:37:28Z,2026-01-21T01:03:02Z,sess-3373-7,3373,38.242.114.180,/account/orders,https://news.ycombinator.com,desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",,,,"{""event_title"":""page_load"",""element_id"":""#banner-promo"",""x"":142,""y"":820}"
